loyalty_number,segment_id,segment_name,recency,frequency,monetary,R_score,F_score,M_score,RFM_score
334324,3,Dormant Members,2.0,27,46574.0,4,2,4,10
334329,3,Dormant Members,3.0,35,39023.0,4,4,2,10
334437,4,Seasonal Travelers,0.0,50,77482.0,5,1,1,7
334454,4,Seasonal Travelers,0.0,42,71203.0,5,3,1,9
334574,2,High Value Loyalists,0.0,0,0.0,5,5,5,15
334575,3,Dormant Members,1.0,27,46532.0,5,2,4,11
334997,4,Seasonal Travelers,2.0,45,65857.0,4,1,1,6
335137,1,Frequent Redeemers,5.0,34,48182.0,4,4,4,12
335143,4,Seasonal Travelers,0.0,47,66603.0,5,1,1,7
335162,4,Seasonal Travelers,0.0,47,68941.0,5,1,1,7
335246,1,Frequent Redeemers,0.0,34,54918.0,5,4,3,12
335306,3,Dormant Members,0.0,24,41205.0,5,2,2,9
335324,1,Frequent Redeemers,0.0,36,55704.0,5,4,3,12
335365,1,Frequent Redeemers,4.0,41,59441.0,4,3,3,10
335371,4,Seasonal Travelers,0.0,42,70273.0,5,3,1,9
335421,3,Dormant Members,2.0,25,39267.0,4,2,2,8
335545,4,Seasonal Travelers,0.0,41,68664.0,5,3,1,9
335554,4,Seasonal Travelers,0.0,51,63457.0,5,1,3,9
335671,4,Seasonal Travelers,0.0,47,72997.0,5,1,1,7
335755,3,Dormant Members,3.0,21,33960.0,4,2,2,8
335839,4,Seasonal Travelers,1.0,44,60960.0,5,1,3,9
335852,4,Seasonal Travelers,0.0,45,68391.0,5,1,1,7
335964,1,Frequent Redeemers,0.0,31,46768.0,5,4,4,13
336025,3,Dormant Members,6.0,25,38671.0,4,2,2,8
336037,3,Dormant Members,0.0,26,43273.0,5,2,4,11
336076,2,High Value Loyalists,0.0,4,5036.0,5,5,5,15
336127,4,Seasonal Travelers,0.0,58,89308.0,5,1,1,7
336138,1,Frequent Redeemers,2.0,38,53055.0,4,3,4,11
336139,1,Frequent Redeemers,4.0,36,60585.0,4,4,3,11
336141,1,Frequent Redeemers,0.0,43,57760.0,5,3,3,11
336143,4,Seasonal Travelers,0.0,42,64854.0,5,3,1,9
336238,0,At Risk Premium,18.0,6,12371.0,4,5,5,14
336247,4,Seasonal Travelers,1.0,53,83763.0,5,1,1,7
336271,1,Frequent Redeemers,1.0,39,52877.0,5,3,4,12
336281,4,Seasonal Travelers,0.0,53,68945.0,5,1,1,7
336341,1,Frequent Redeemers,1.0,35,56945.0,5,4,3,12
336357,1,Frequent Redeemers,0.0,32,55681.5,5,4,3,12
336451,2,High Value Loyalists,0.0,3,2757.0,5,5,5,15
336469,3,Dormant Members,0.0,28,41104.0,5,2,2,9
336484,1,Frequent Redeemers,0.0,31,57931.5,5,4,3,12
336539,4,Seasonal Travelers,1.0,46,77622.0,5,1,1,7
336541,3,Dormant Members,2.0,21,31286.0,4,2,2,8
336665,2,High Value Loyalists,1.0,12,17517.0,5,5,5,15
336722,4,Seasonal Travelers,0.0,42,63803.0,5,3,3,11
336724,1,Frequent Redeemers,2.0,39,48489.0,4,3,4,11
336770,3,Dormant Members,1.0,31,41461.0,5,4,2,11
336809,1,Frequent Redeemers,0.0,33,47742.0,5,4,4,13
336817,1,Frequent Redeemers,0.0,30,50019.0,5,4,4,13
336831,2,High Value Loyalists,1.0,3,3204.0,5,5,5,15
336878,2,High Value Loyalists,0.0,1,2415.0,5,5,5,15
336882,4,Seasonal Travelers,0.0,70,97268.0,5,1,1,7
336902,3,Dormant Members,0.0,20,36828.0,5,2,2,9
337066,4,Seasonal Travelers,0.0,44,72973.0,5,1,1,7
337148,1,Frequent Redeemers,0.0,35,56482.0,5,4,3,12
337235,1,Frequent Redeemers,0.0,41,53111.0,5,3,4,12
337260,4,Seasonal Travelers,0.0,38,69507.0,5,3,1,9
337341,0,At Risk Premium,18.0,7,8846.0,4,5,5,14
337453,1,Frequent Redeemers,3.0,42,53281.0,4,3,4,11
337488,1,Frequent Redeemers,0.0,36,44438.0,5,4,4,13
337812,2,High Value Loyalists,0.0,0,0.0,5,5,5,15
337815,4,Seasonal Travelers,0.0,52,80617.0,5,1,1,7
337818,4,Seasonal Travelers,0.0,57,87130.0,5,1,1,7
337842,1,Frequent Redeemers,1.0,37,49759.0,5,3,4,12
337857,1,Frequent Redeemers,1.0,32,42074.0,5,4,2,11
337925,1,Frequent Redeemers,0.0,36,61689.0,5,4,3,12
337932,3,Dormant Members,0.0,18,27914.0,5,2,2,9
337945,1,Frequent Redeemers,1.0,39,52585.0,5,3,4,12
337980,4,Seasonal Travelers,0.0,46,60328.0,5,1,3,9
337983,3,Dormant Members,1.0,28,43417.0,5,2,4,11
338059,3,Dormant Members,2.0,28,47859.0,4,2,4,10
338125,2,High Value Loyalists,0.0,4,9960.0,5,5,5,15
338212,3,Dormant Members,0.0,24,41607.0,5,2,2,9
338285,1,Frequent Redeemers,1.0,40,63783.0,5,3,3,11
338291,2,High Value Loyalists,0.0,5,9671.0,5,5,5,15
338295,2,High Value Loyalists,0.0,0,0.0,5,5,5,15
338346,1,Frequent Redeemers,0.0,35,39191.0,5,4,2,11
338750,2,High Value Loyalists,0.0,0,0.0,5,5,5,15
338786,1,Frequent Redeemers,2.0,35,53215.0,4,4,4,12
338803,3,Dormant Members,0.0,15,21734.0,5,2,2,9
338808,2,High Value Loyalists,0.0,6,11806.0,5,5,5,15
338837,2,High Value Loyalists,0.0,0,0.0,5,5,5,15
338838,1,Frequent Redeemers,0.0,32,46082.0,5,4,4,13
338872,1,Frequent Redeemers,2.0,35,51204.0,4,4,4,12
339005,1,Frequent Redeemers,0.0,38,58010.0,5,3,3,11
339151,1,Frequent Redeemers,0.0,40,57987.0,5,3,3,11
339220,3,Dormant Members,0.0,26,38064.0,5,2,2,9
339274,2,High Value Loyalists,0.0,0,0.0,5,5,5,15
339371,3,Dormant Members,0.0,21,29921.0,5,2,2,9
339573,4,Seasonal Travelers,1.0,44,64753.0,5,1,1,7
339800,0,At Risk Premium,19.0,10,9370.0,4,5,5,14
339819,1,Frequent Redeemers,2.0,31,46519.0,4,4,4,12
339845,3,Dormant Members,3.0,25,34474.0,4,2,2,8
339880,4,Seasonal Travelers,0.0,46,70858.0,5,1,1,7
339927,1,Frequent Redeemers,1.0,34,47735.0,5,4,4,13
339941,3,Dormant Members,1.0,28,36037.0,5,2,2,9
340156,2,High Value Loyalists,0.0,0,0.0,5,5,5,15
340277,1,Frequent Redeemers,0.0,31,48147.0,5,4,4,13
340307,3,Dormant Members,0.0,22,23266.0,5,2,2,9
340467,1,Frequent Redeemers,0.0,37,65341.0,5,3,1,9
340479,1,Frequent Redeemers,0.0,39,52311.0,5,3,4,12
340492,2,High Value Loyalists,0.0,0,0.0,5,5,5,15
340574,1,Frequent Redeemers,0.0,33,51471.0,5,4,4,13
340583,3,Dormant Members,5.0,36,41096.0,4,4,2,10
340604,2,High Value Loyalists,0.0,0,0.0,5,5,5,15
340638,3,Dormant Members,0.0,13,21645.0,5,5,2,12
340691,4,Seasonal Travelers,0.0,49,85667.0,5,1,1,7
340723,2,High Value Loyalists,0.0,7,8654.0,5,5,5,15
340736,2,High Value Loyalists,0.0,0,0.0,5,5,5,15
340782,3,Dormant Members,1.0,23,34970.0,5,2,2,9
340802,1,Frequent Redeemers,0.0,39,58063.0,5,3,3,11
340874,3,Dormant Members,0.0,25,44285.0,5,2,4,11
340881,2,High Value Loyalists,0.0,0,0.0,5,5,5,15
340924,1,Frequent Redeemers,1.0,32,49315.0,5,4,4,13
340925,4,Seasonal Travelers,0.0,47,63162.0,5,1,3,9
340927,3,Dormant Members,0.0,25,36376.0,5,2,2,9
340931,3,Dormant Members,2.0,23,33635.0,4,2,2,8
340934,2,High Value Loyalists,0.0,0,0.0,5,5,5,15
341169,4,Seasonal Travelers,3.0,45,59713.0,4,1,3,8
341185,1,Frequent Redeemers,0.0,36,62365.0,5,4,3,12
341302,3,Dormant Members,3.0,27,44516.0,4,2,4,10
341549,1,Frequent Redeemers,1.0,31,50296.0,5,4,4,13
341594,3,Dormant Members,0.0,26,38609.0,5,2,2,9
341725,1,Frequent Redeemers,1.0,37,41189.0,5,3,2,10
341728,4,Seasonal Travelers,0.0,41,69285.0,5,3,1,9
341867,1,Frequent Redeemers,0.0,32,45087.0,5,4,4,13
341897,2,High Value Loyalists,1.0,1,2387.0,5,5,5,15
341904,2,High Value Loyalists,1.0,1,514.0,5,5,5,15
341907,0,At Risk Premium,11.0,17,26825.0,4,2,2,8
341942,1,Frequent Redeemers,3.0,33,47374.0,4,4,4,12
342007,3,Dormant Members,0.0,21,31893.0,5,2,2,9
342044,4,Seasonal Travelers,2.0,46,57565.0,4,1,3,8
342156,4,Seasonal Travelers,0.0,48,61983.0,5,1,3,9
342407,1,Frequent Redeemers,0.0,36,58675.0,5,4,3,12
342483,3,Dormant Members,0.0,28,43018.5,5,2,2,9
342527,4,Seasonal Travelers,0.0,59,82809.0,5,1,1,7
342554,1,Frequent Redeemers,0.0,34,44729.0,5,4,4,13
342569,2,High Value Loyalists,0.0,0,0.0,5,5,5,15
342570,1,Frequent Redeemers,0.0,40,60806.0,5,3,3,11
342583,4,Seasonal Travelers,1.0,53,99469.0,5,1,1,7
342679,1,Frequent Redeemers,0.0,37,57990.0,5,3,3,11
342725,4,Seasonal Travelers,0.0,47,62162.0,5,1,3,9
342738,2,High Value Loyalists,0.0,0,0.0,5,5,5,15
342836,3,Dormant Members,2.0,18,28835.0,4,2,2,8
342929,1,Frequent Redeemers,0.0,33,49068.0,5,4,4,13
342945,0,At Risk Premium,18.0,8,12928.0,4,5,5,14
342958,3,Dormant Members,0.0,21,32757.0,5,2,2,9
342980,3,Dormant Members,0.0,22,43428.0,5,2,4,11
343001,1,Frequent Redeemers,2.0,32,47728.0,4,4,4,12
343011,1,Frequent Redeemers,1.0,30,44655.0,5,4,4,13
343051,1,Frequent Redeemers,0.0,33,52398.0,5,4,4,13
343103,1,Frequent Redeemers,1.0,39,54234.0,5,3,3,11
343139,1,Frequent Redeemers,0.0,40,52427.0,5,3,4,12
343218,1,Frequent Redeemers,0.0,35,61047.0,5,4,3,12
343247,2,High Value Loyalists,0.0,11,17712.0,5,5,5,15
343377,4,Seasonal Travelers,0.0,43,61242.0,5,3,3,11
343383,1,Frequent Redeemers,1.0,33,50524.0,5,4,4,13
343425,0,At Risk Premium,20.0,9,8700.0,4,5,5,14
343547,1,Frequent Redeemers,0.0,37,47583.0,5,3,4,12
343605,1,Frequent Redeemers,1.0,41,55435.0,5,3,3,11
343706,1,Frequent Redeemers,1.0,37,59242.0,5,3,3,11
343879,3,Dormant Members,0.0,14,23832.0,5,2,2,9
343884,2,High Value Loyalists,0.0,0,0.0,5,5,5,15
343978,0,At Risk Premium,18.0,14,24676.0,4,2,2,8
343994,4,Seasonal Travelers,0.0,57,74823.0,5,1,1,7
344009,1,Frequent Redeemers,0.0,28,48681.0,5,2,4,11
344039,2,High Value Loyalists,0.0,8,10090.0,5,5,5,15
344052,3,Dormant Members,0.0,16,19378.0,5,2,5,12
344121,4,Seasonal Travelers,0.0,42,63370.0,5,3,3,11
344180,3,Dormant Members,1.0,22,31743.0,5,2,2,9
344199,1,Frequent Redeemers,0.0,34,52765.0,5,4,4,13
344232,1,Frequent Redeemers,1.0,34,46704.0,5,4,4,13
344260,3,Dormant Members,1.0,27,39771.0,5,2,2,9
344372,4,Seasonal Travelers,0.0,48,79788.0,5,1,1,7
344413,1,Frequent Redeemers,0.0,34,53957.0,5,4,4,13
344464,3,Dormant Members,1.0,29,32324.0,5,2,2,9
344483,4,Seasonal Travelers,1.0,55,83885.0,5,1,1,7
344527,1,Frequent Redeemers,1.0,36,54095.0,5,4,3,12
344570,2,High Value Loyalists,0.0,12,17173.0,5,5,5,15
344580,3,Dormant Members,0.0,16,26178.0,5,2,2,9
344627,4,Seasonal Travelers,0.0,45,71371.0,5,1,1,7
344669,2,High Value Loyalists,0.0,4,4933.0,5,5,5,15
344671,3,Dormant Members,0.0,17,21192.0,5,2,2,9
344749,2,High Value Loyalists,0.0,6,11622.0,5,5,5,15
344768,2,High Value Loyalists,0.0,0,0.0,5,5,5,15
344797,1,Frequent Redeemers,0.0,34,52815.0,5,4,4,13
344990,4,Seasonal Travelers,1.0,46,70967.0,5,1,1,7
344998,1,Frequent Redeemers,1.0,30,50730.0,5,4,4,13
345014,1,Frequent Redeemers,0.0,40,58074.0,5,3,3,11
345090,2,High Value Loyalists,0.0,5,7755.0,5,5,5,15
345099,1,Frequent Redeemers,1.0,37,51077.0,5,3,4,12
345238,1,Frequent Redeemers,1.0,36,57391.0,5,4,3,12
345244,1,Frequent Redeemers,0.0,29,51477.0,5,2,4,11
345518,1,Frequent Redeemers,1.0,38,50573.0,5,3,4,12
345572,4,Seasonal Travelers,0.0,41,64594.0,5,3,3,11
345597,4,Seasonal Travelers,0.0,42,62850.0,5,3,3,11
345608,1,Frequent Redeemers,2.0,36,49803.0,4,4,4,12
345615,1,Frequent Redeemers,0.0,39,58937.0,5,3,3,11
345657,1,Frequent Redeemers,2.0,30,52804.5,4,4,4,12
345682,4,Seasonal Travelers,0.0,43,75351.0,5,3,1,9
345765,4,Seasonal Travelers,0.0,51,72762.0,5,1,1,7
345802,1,Frequent Redeemers,0.0,36,65734.0,5,4,1,10
345840,2,High Value Loyalists,0.0,14,11031.0,5,2,5,12
345841,1,Frequent Redeemers,0.0,37,59473.0,5,3,3,11
345908,1,Frequent Redeemers,0.0,32,54592.0,5,4,3,12
345931,1,Frequent Redeemers,0.0,40,53976.0,5,3,4,12
345959,2,High Value Loyalists,0.0,2,2788.0,5,5,5,15
345978,2,High Value Loyalists,0.0,10,15160.0,5,5,5,15
346090,4,Seasonal Travelers,0.0,45,69462.0,5,1,1,7
346103,4,Seasonal Travelers,2.0,53,76870.0,4,1,1,6
346163,1,Frequent Redeemers,0.0,31,52720.0,5,4,4,13
346205,1,Frequent Redeemers,0.0,35,58364.0,5,4,3,12
346225,3,Dormant Members,0.0,28,38375.0,5,2,2,9
346274,1,Frequent Redeemers,3.0,33,48912.0,4,4,4,12
346295,3,Dormant Members,0.0,26,25891.0,5,2,2,9
346346,3,Dormant Members,0.0,17,25790.0,5,2,2,9
346384,1,Frequent Redeemers,0.0,37,68543.0,5,3,1,9
346390,2,High Value Loyalists,0.0,9,16810.0,5,5,5,15
346456,1,Frequent Redeemers,0.0,40,57742.0,5,3,3,11
346499,3,Dormant Members,0.0,14,23701.0,5,2,2,9
346529,4,Seasonal Travelers,0.0,42,69649.0,5,3,1,9
346532,2,High Value Loyalists,0.0,0,0.0,5,5,5,15
346554,2,High Value Loyalists,0.0,0,0.0,5,5,5,15
346560,0,At Risk Premium,12.0,19,22904.0,4,2,2,8
346598,3,Dormant Members,3.0,25,38545.0,4,2,2,8
346633,1,Frequent Redeemers,0.0,36,55224.0,5,4,3,12
346678,4,Seasonal Travelers,0.0,58,73942.0,5,1,1,7
346704,4,Seasonal Travelers,0.0,50,67682.0,5,1,1,7
346766,2,High Value Loyalists,0.0,11,14514.0,5,5,5,15
346809,1,Frequent Redeemers,1.0,33,55968.0,5,4,3,12
346828,4,Seasonal Travelers,0.0,46,67035.0,5,1,1,7
346925,1,Frequent Redeemers,0.0,32,49212.0,5,4,4,13
347001,3,Dormant Members,2.0,27,38229.0,4,2,2,8
347013,4,Seasonal Travelers,1.0,45,85410.0,5,1,1,7
347142,3,Dormant Members,0.0,27,44337.0,5,2,4,11
347212,2,High Value Loyalists,0.0,4,3000.0,5,5,5,15
347227,4,Seasonal Travelers,0.0,48,79722.0,5,1,1,7
347231,1,Frequent Redeemers,0.0,40,52088.0,5,3,4,12
347276,0,At Risk Premium,22.0,4,4764.0,4,5,5,14
347423,3,Dormant Members,1.0,18,29027.0,5,2,2,9
347431,4,Seasonal Travelers,0.0,42,75237.0,5,3,1,9
347466,3,Dormant Members,0.0,32,37726.0,5,4,2,11
347515,3,Dormant Members,1.0,17,23455.0,5,2,2,9
347629,1,Frequent Redeemers,0.0,39,53334.0,5,3,4,12
347634,1,Frequent Redeemers,1.0,31,42440.0,5,4,2,11
347733,2,High Value Loyalists,0.0,0,0.0,5,5,5,15
347850,3,Dormant Members,5.0,33,45647.0,4,4,4,12
347861,4,Seasonal Travelers,0.0,47,62800.0,5,1,3,9
347914,2,High Value Loyalists,0.0,11,13231.0,5,5,5,15
347932,4,Seasonal Travelers,0.0,41,69326.0,5,3,1,9
347955,1,Frequent Redeemers,3.0,36,61562.0,4,4,3,11
347982,1,Frequent Redeemers,0.0,33,48291.0,5,4,4,13
347987,2,High Value Loyalists,1.0,11,19998.0,5,5,2,12
347997,2,High Value Loyalists,0.0,5,6890.0,5,5,5,15
348047,1,Frequent Redeemers,1.0,43,59054.0,5,3,3,11
348056,1,Frequent Redeemers,0.0,34,54855.0,5,4,3,12
348065,4,Seasonal Travelers,0.0,39,67751.0,5,3,1,9
348085,1,Frequent Redeemers,1.0,37,49523.0,5,3,4,12
348143,3,Dormant Members,4.0,24,36828.0,4,2,2,8
348173,2,High Value Loyalists,0.0,0,0.0,5,5,5,15
348202,1,Frequent Redeemers,0.0,38,59521.0,5,3,3,11
348215,1,Frequent Redeemers,0.0,41,61755.0,5,3,3,11
348238,2,High Value Loyalists,6.0,9,15276.0,4,5,5,14
348245,3,Dormant Members,4.0,12,23610.0,4,5,2,11
348299,2,High Value Loyalists,0.0,0,0.0,5,5,5,15
348350,2,High Value Loyalists,0.0,0,0.0,5,5,5,15
348400,4,Seasonal Travelers,1.0,43,73099.0,5,3,1,9
348448,4,Seasonal Travelers,0.0,49,74758.0,5,1,1,7
348463,1,Frequent Redeemers,0.0,37,60769.0,5,3,3,11
348471,1,Frequent Redeemers,1.0,38,46815.0,5,3,4,12
348475,1,Frequent Redeemers,0.0,42,48189.0,5,3,4,12
348600,3,Dormant Members,0.0,23,41047.0,5,2,2,9
348672,4,Seasonal Travelers,2.0,46,66761.0,4,1,1,6
348681,4,Seasonal Travelers,0.0,44,66030.0,5,1,1,7
348718,2,High Value Loyalists,0.0,0,0.0,5,5,5,15
348723,1,Frequent Redeemers,0.0,32,49399.0,5,4,4,13
348732,3,Dormant Members,0.0,15,20392.0,5,2,2,9
348740,4,Seasonal Travelers,0.0,44,65001.0,5,1,1,7
348751,4,Seasonal Travelers,0.0,41,68456.0,5,3,1,9
348774,1,Frequent Redeemers,0.0,41,59516.0,5,3,3,11
348835,1,Frequent Redeemers,2.0,45,56290.0,4,1,3,8
348920,1,Frequent Redeemers,0.0,31,45865.0,5,4,4,13
348994,1,Frequent Redeemers,0.0,42,53988.0,5,3,4,12
349001,4,Seasonal Travelers,0.0,52,73405.0,5,1,1,7
349046,1,Frequent Redeemers,0.0,34,49017.0,5,4,4,13
349108,0,At Risk Premium,18.0,13,17605.0,4,5,5,14
349115,3,Dormant Members,2.0,26,50244.0,4,2,4,10
349132,1,Frequent Redeemers,0.0,38,60549.0,5,3,3,11
349153,1,Frequent Redeemers,0.0,39,58954.0,5,3,3,11
349220,1,Frequent Redeemers,0.0,38,65814.0,5,3,1,9
349278,1,Frequent Redeemers,1.0,31,54556.0,5,4,3,12
349342,1,Frequent Redeemers,1.0,40,64029.0,5,3,3,11
349447,2,High Value Loyalists,0.0,0,0.0,5,5,5,15
349470,3,Dormant Members,1.0,27,43348.5,5,2,4,11
349490,1,Frequent Redeemers,0.0,31,55891.0,5,4,3,12
349539,3,Dormant Members,1.0,22,38409.0,5,2,2,9
349577,1,Frequent Redeemers,2.0,40,60166.0,4,3,3,10
349638,3,Dormant Members,2.0,34,31780.0,4,4,2,10
349670,1,Frequent Redeemers,1.0,39,54024.0,5,3,3,11
349695,2,High Value Loyalists,0.0,0,0.0,5,5,5,15
349730,4,Seasonal Travelers,1.0,55,72967.0,5,1,1,7
349767,1,Frequent Redeemers,1.0,27,48237.0,5,2,4,11
349838,1,Frequent Redeemers,0.0,33,61465.0,5,4,3,12
350001,4,Seasonal Travelers,0.0,44,70358.0,5,1,1,7
350059,3,Dormant Members,6.0,14,23269.0,4,2,2,8
350238,1,Frequent Redeemers,2.0,35,69997.0,4,4,1,9
350269,2,High Value Loyalists,0.0,0,0.0,5,5,5,15
350271,3,Dormant Members,0.0,26,40580.0,5,2,2,9
350486,2,High Value Loyalists,0.0,0,0.0,5,5,5,15
350587,4,Seasonal Travelers,0.0,46,75541.0,5,1,1,7
350631,1,Frequent Redeemers,1.0,40,63286.0,5,3,3,11
350675,1,Frequent Redeemers,0.0,35,54316.0,5,4,3,12
350692,4,Seasonal Travelers,2.0,40,74940.0,4,3,1,8
350863,1,Frequent Redeemers,1.0,45,56481.0,5,1,3,9
350901,3,Dormant Members,0.0,24,41843.0,5,2,2,9
350910,2,High Value Loyalists,0.0,0,0.0,5,5,5,15
350979,1,Frequent Redeemers,0.0,39,51529.0,5,3,4,12
351029,1,Frequent Redeemers,0.0,31,44671.0,5,4,4,13
351138,1,Frequent Redeemers,0.0,33,50891.0,5,4,4,13
351145,1,Frequent Redeemers,2.0,40,54867.0,4,3,3,10
351238,1,Frequent Redeemers,0.0,36,61971.0,5,4,3,12
351292,2,High Value Loyalists,1.0,8,11839.0,5,5,5,15
351296,1,Frequent Redeemers,0.0,38,57547.0,5,3,3,11
351367,1,Frequent Redeemers,2.0,36,43579.0,4,4,4,12
351389,1,Frequent Redeemers,0.0,40,64362.0,5,3,3,11
351461,3,Dormant Members,2.0,26,41271.0,4,2,2,8
351500,1,Frequent Redeemers,0.0,32,52313.0,5,4,4,13
351513,2,High Value Loyalists,0.0,0,0.0,5,5,5,15
351551,1,Frequent Redeemers,0.0,26,48451.5,5,2,4,11
351615,4,Seasonal Travelers,0.0,61,91824.0,5,1,1,7
351753,3,Dormant Members,3.0,15,22955.0,4,2,2,8
351889,1,Frequent Redeemers,2.0,35,59796.0,4,4,3,11
351897,1,Frequent Redeemers,0.0,40,60387.0,5,3,3,11
351937,3,Dormant Members,0.0,27,35665.0,5,2,2,9
351966,2,High Value Loyalists,0.0,8,9950.0,5,5,5,15
352005,4,Seasonal Travelers,0.0,43,67114.0,5,3,1,9
352026,0,At Risk Premium,17.0,15,21273.0,4,2,2,8
352034,2,High Value Loyalists,0.0,0,0.0,5,5,5,15
352053,4,Seasonal Travelers,1.0,49,76900.0,5,1,1,7
352068,4,Seasonal Travelers,2.0,51,96713.0,4,1,1,6
352078,1,Frequent Redeemers,0.0,34,53778.0,5,4,4,13
352092,4,Seasonal Travelers,2.0,42,68783.0,4,3,1,8
352101,1,Frequent Redeemers,0.0,39,57606.0,5,3,3,11
352170,1,Frequent Redeemers,0.0,40,60153.0,5,3,3,11
352216,2,High Value Loyalists,1.0,3,3381.0,5,5,5,15
352242,1,Frequent Redeemers,0.0,35,49213.0,5,4,4,13
352280,3,Dormant Members,2.0,26,42111.0,4,2,2,8
352306,3,Dormant Members,0.0,27,41700.0,5,2,2,9
352337,3,Dormant Members,0.0,29,32961.0,5,2,2,9
352377,4,Seasonal Travelers,1.0,41,71838.0,5,3,1,9
352424,4,Seasonal Travelers,1.0,52,82987.0,5,1,1,7
352490,4,Seasonal Travelers,0.0,54,87172.0,5,1,1,7
352501,4,Seasonal Travelers,0.0,49,69902.0,5,1,1,7
352581,0,At Risk Premium,15.0,11,11659.0,4,5,5,14
352582,4,Seasonal Travelers,1.0,49,93784.5,5,1,1,7
352617,3,Dormant Members,0.0,26,42733.0,5,2,2,9
352653,1,Frequent Redeemers,0.0,38,54088.0,5,3,3,11
352702,4,Seasonal Travelers,0.0,45,60171.0,5,1,3,9
352734,2,High Value Loyalists,0.0,0,0.0,5,5,5,15
352747,3,Dormant Members,1.0,15,20909.0,5,2,2,9
352809,3,Dormant Members,2.0,15,23227.5,4,2,2,8
352834,1,Frequent Redeemers,0.0,34,50688.0,5,4,4,13
352916,3,Dormant Members,1.0,21,30777.0,5,2,2,9
353032,4,Seasonal Travelers,0.0,48,75553.0,5,1,1,7
353076,3,Dormant Members,0.0,14,19840.0,5,2,5,12
353096,3,Dormant Members,2.0,32,38012.0,4,4,2,10
353128,1,Frequent Redeemers,1.0,38,53507.0,5,3,4,12
353308,2,High Value Loyalists,0.0,0,0.0,5,5,5,15
353369,2,High Value Loyalists,1.0,8,14440.0,5,5,5,15
353396,1,Frequent Redeemers,0.0,38,52964.0,5,3,4,12
353455,1,Frequent Redeemers,0.0,37,52104.0,5,3,4,12
353486,1,Frequent Redeemers,1.0,39,64508.0,5,3,3,11
353535,2,High Value Loyalists,0.0,0,0.0,5,5,5,15
353614,2,High Value Loyalists,0.0,0,0.0,5,5,5,15
353648,0,At Risk Premium,13.0,15,25424.0,4,2,2,8
353786,3,Dormant Members,3.0,20,22739.0,4,2,2,8
354002,1,Frequent Redeemers,0.0,35,57861.0,5,4,3,12
354084,1,Frequent Redeemers,1.0,41,59571.0,5,3,3,11
354150,3,Dormant Members,0.0,22,30833.0,5,2,2,9
354176,0,At Risk Premium,20.0,5,7658.0,4,5,5,14
354206,2,High Value Loyalists,0.0,1,1035.0,5,5,5,15
354295,1,Frequent Redeemers,0.0,33,56385.0,5,4,3,12
354438,2,High Value Loyalists,1.0,8,13892.0,5,5,5,15
354442,1,Frequent Redeemers,0.0,28,47234.0,5,2,4,11
354461,4,Seasonal Travelers,0.0,53,82761.0,5,1,1,7
354464,1,Frequent Redeemers,0.0,33,37195.0,5,4,2,11
354477,4,Seasonal Travelers,1.0,43,61259.0,5,3,3,11
354483,1,Frequent Redeemers,0.0,34,56710.0,5,4,3,12
354547,4,Seasonal Travelers,0.0,45,67023.0,5,1,1,7
354730,0,At Risk Premium,13.0,20,36872.0,4,2,2,8
355039,3,Dormant Members,1.0,23,34409.0,5,2,2,9
355099,2,High Value Loyalists,0.0,5,4695.0,5,5,5,15
355102,2,High Value Loyalists,2.0,10,13139.0,4,5,5,14
355126,4,Seasonal Travelers,0.0,41,75500.0,5,3,1,9
355184,1,Frequent Redeemers,3.0,32,52421.0,4,4,4,12
355298,1,Frequent Redeemers,8.0,41,64824.0,4,3,1,8
355331,4,Seasonal Travelers,0.0,51,75018.0,5,1,1,7
355491,1,Frequent Redeemers,0.0,36,65007.0,5,4,1,10
355512,2,High Value Loyalists,0.0,6,8364.0,5,5,5,15
355515,4,Seasonal Travelers,0.0,50,72677.0,5,1,1,7
355578,3,Dormant Members,2.0,19,31330.0,4,2,2,8
355628,2,High Value Loyalists,0.0,0,0.0,5,5,5,15
355669,3,Dormant Members,0.0,28,40521.0,5,2,2,9
355707,3,Dormant Members,0.0,14,22690.0,5,2,2,9
355724,2,High Value Loyalists,0.0,6,3950.0,5,5,5,15
355750,4,Seasonal Travelers,0.0,45,62675.0,5,1,3,9
355775,1,Frequent Redeemers,0.0,29,49116.0,5,2,4,11
355781,2,High Value Loyalists,0.0,0,0.0,5,5,5,15
355795,4,Seasonal Travelers,0.0,43,75131.0,5,3,1,9
355839,2,High Value Loyalists,1.0,1,1936.0,5,5,5,15
355906,1,Frequent Redeemers,0.0,30,50480.0,5,4,4,13
355908,3,Dormant Members,0.0,23,29762.0,5,2,2,9
355994,1,Frequent Redeemers,1.0,37,46622.0,5,3,4,12
355995,1,Frequent Redeemers,2.0,30,54467.0,4,4,3,11
356237,1,Frequent Redeemers,2.0,27,52414.5,4,2,4,10
356240,3,Dormant Members,0.0,17,20336.0,5,2,2,9
356460,4,Seasonal Travelers,0.0,48,81912.0,5,1,1,7
356507,1,Frequent Redeemers,0.0,37,59785.0,5,3,3,11
356558,1,Frequent Redeemers,0.0,32,43085.0,5,4,4,13
356561,1,Frequent Redeemers,1.0,37,47199.0,5,3,4,12
356578,3,Dormant Members,2.0,18,38749.5,4,2,2,8
356613,4,Seasonal Travelers,0.0,48,82622.0,5,1,1,7
356618,4,Seasonal Travelers,0.0,44,60579.0,5,1,3,9
