loyalty_number,months_inactive,explicitly_cancelled,churned
265975,0,False,0
266148,1,False,0
266234,0,False,0
266284,1,False,0
266298,17,True,1
266365,0,False,0
266377,1,False,0
266429,14,True,1
266474,0,False,0
266479,0,False,0
266516,1,False,0
266536,0,False,0
266541,2,False,0
266561,0,False,0
266604,1,False,0
266640,0,False,0
266757,2,False,0
266861,1,False,0
266953,0,False,0
266968,1,False,0
267020,1,False,0
267245,1,False,0
267291,0,False,0
267306,2,False,0
267352,1,False,0
267428,0,False,0
267474,0,False,0
267566,1,False,0
267717,0,False,0
267739,0,False,0
267930,14,False,1
267944,0,False,0
267951,0,False,0
268076,1,False,0
268094,2,False,0
268128,2,False,0
268129,0,False,0
268139,0,False,0
268145,0,False,0
268281,10,False,1
268293,0,False,0
268307,0,False,0
268414,0,False,0
268439,1,False,0
268500,0,False,0
268630,0,False,0
268643,0,False,0
268789,0,False,0
268842,0,False,0
268932,5,False,0
268958,0,False,0
269070,0,False,0
269120,0,False,0
269154,2,False,0
269297,2,False,0
269565,0,False,0
269632,0,False,0
269694,1,False,0
269775,0,False,0
269960,0,False,0
270011,0,False,0
270022,6,False,1
270160,1,False,0
270183,16,False,1
270248,0,False,0
270266,1,False,0
270304,1,False,0
270337,1,False,0
270389,2,False,0
270499,0,False,0
270570,1,False,0
270575,1,False,0
270723,0,False,0
270730,0,False,0
270759,1,False,0
270761,0,False,0
270862,1,False,0
270901,1,False,0
270909,0,False,0
270935,0,False,0
270969,0,False,0
271043,1,False,0
271148,0,False,0
271235,2,False,0
271297,0,False,0
271357,0,False,0
271365,0,False,0
271432,0,False,0
271463,0,False,0
271641,1,True,1
271660,4,False,0
271675,0,False,0
271680,0,False,0
271911,0,False,0
271929,3,False,0
272001,0,False,0
272097,0,False,0
272114,0,False,0
272144,0,False,0
272148,0,False,0
272225,0,False,0
272250,0,False,0
272476,0,False,0
272551,4,True,1
272568,0,False,0
272672,0,False,0
272787,0,False,0
272812,0,False,0
272839,0,False,0
272848,0,False,0
272893,1,False,0
272944,0,False,0
273020,0,False,0
273052,0,False,0
273054,0,False,0
273070,4,False,0
273144,1,False,0
273177,0,False,0
273179,2,False,0
273198,0,False,0
273213,2,False,0
273243,0,False,0
273353,0,False,0
273357,1,False,0
273391,0,False,0
273414,0,False,0
273478,0,False,0
273552,0,False,0
273984,0,False,0
274083,1,False,0
274117,1,False,0
274141,1,False,0
274179,0,False,0
274204,0,False,0
274211,1,False,0
274264,2,False,0
274354,4,False,0
274410,0,False,0
274428,0,False,0
274431,0,False,0
274473,0,False,0
274535,6,True,1
274622,1,False,0
274698,9,True,1
274765,0,False,0
274803,0,False,0
274817,0,False,0
274858,11,True,1
274879,1,False,0
274896,1,False,0
275049,0,False,0
275118,0,False,0
275209,1,False,0
275244,2,False,0
275287,0,False,0
275298,2,False,0
275306,0,False,0
275358,0,False,0
275386,0,False,0
275387,1,True,1
275413,0,False,0
275442,1,False,0
275446,3,False,0
275531,0,False,0
275637,3,False,0
275670,0,False,0
275694,0,False,0
275762,0,False,0
275846,0,False,0
275849,0,False,0
275933,0,False,0
275949,0,False,0
275954,0,False,0
276035,0,False,0
276037,3,False,0
276100,2,False,0
276152,0,False,0
276204,0,False,0
276255,0,False,0
276289,0,False,0
276494,3,False,0
276648,2,False,0
276650,0,False,0
276673,0,False,0
276746,0,False,0
276806,0,False,0
276937,0,False,0
276947,0,True,1
276967,15,True,1
276990,2,False,0
277025,15,True,1
277033,0,False,0
277091,1,False,0
277094,0,False,0
277139,0,False,0
277145,2,True,1
277188,0,False,0
277281,0,False,0
277285,0,False,0
277341,1,False,0
277356,14,True,1
277367,0,False,0
277375,0,False,0
277430,2,False,0
277494,0,False,0
277565,0,False,0
277587,4,False,0
277594,0,False,0
277610,0,False,0
277649,0,False,0
277769,0,False,0
277783,0,False,0
277788,0,False,0
277855,0,False,0
277884,0,False,0
277910,0,False,0
278013,1,False,0
278045,1,False,0
278164,1,False,0
278213,0,False,0
278307,0,False,0
278345,2,False,0
278539,5,True,1
278568,1,False,0
278676,1,False,0
278815,0,False,0
278822,0,False,0
278836,0,False,0
278854,0,False,0
278865,0,False,0
278898,2,True,1
278916,1,False,0
278928,0,False,0
278932,0,False,0
278983,0,False,0
278987,0,False,0
279221,0,False,0
279231,1,False,0
279380,0,False,0
279408,1,False,0
279409,0,False,0
279419,0,False,0
279430,0,False,0
279468,0,False,0
279580,0,False,0
279634,10,True,1
279654,2,False,0
279693,1,False,0
279777,0,False,0
279821,1,False,0
279919,0,False,0
279967,0,False,0
280087,1,False,0
280216,3,False,0
280292,0,False,0
280545,0,False,0
280574,0,False,0
280588,0,False,0
280603,1,False,0
280641,0,False,0
280659,1,False,0
280796,0,False,0
280822,4,False,0
280828,0,False,0
280864,1,False,0
280879,0,False,0
280895,2,False,0
281064,0,False,0
281075,0,False,0
281108,1,False,0
281118,1,False,0
281305,0,False,0
281328,1,False,0
281449,1,False,0
281550,0,False,0
281571,2,False,0
281585,0,False,0
281608,0,False,0
281737,2,True,1
281926,0,False,0
281952,0,False,0
281979,0,False,0
282041,0,False,0
282140,0,False,0
282259,0,False,0
282472,1,False,0
282532,0,False,0
282542,0,False,0
282545,0,False,0
282678,0,False,0
282723,0,False,0
282759,0,False,0
282854,3,False,0
282872,0,False,0
282896,1,False,0
282930,1,False,0
283066,0,False,0
283110,0,False,0
283122,0,False,0
283133,1,False,0
283290,2,False,0
283326,4,False,0
283338,0,False,0
283358,1,False,0
283437,0,False,0
283654,9,True,1
283709,5,False,0
283747,1,False,0
283770,0,False,0
283807,0,False,0
283822,2,False,0
283929,0,False,0
283980,1,False,0
283994,0,False,0
284203,2,False,0
284290,2,False,0
284362,0,False,0
284419,0,False,0
284442,1,False,0
284461,1,False,0
284610,4,False,0
284621,4,False,0
284782,0,False,0
284866,0,False,0
284889,0,False,0
284892,1,False,0
285122,2,False,0
285202,2,False,0
285220,1,False,0
285335,3,False,0
285411,0,False,0
285484,5,False,0
285485,0,False,0
285579,0,False,0
285631,0,False,0
285636,0,False,0
285738,19,True,1
285767,18,True,1
285776,0,False,0
285909,2,False,0
285938,4,False,0
285942,0,False,0
285982,2,False,0
286065,0,False,0
286114,1,False,0
286182,0,False,0
286225,0,False,0
286262,8,True,1
286370,1,False,0
286551,4,False,0
286611,0,False,0
286636,0,False,0
286641,0,False,0
286718,1,False,0
286883,2,False,0
286927,1,False,0
286942,0,False,0
286954,1,False,0
286975,0,False,0
286989,1,False,0
287023,0,False,0
287088,0,False,0
287097,0,False,0
287198,2,False,0
287211,22,True,1
287212,0,False,0
287254,0,False,0
287266,2,False,0
287343,2,False,0
287385,2,False,0
287414,0,False,0
287591,0,False,0
287593,1,False,0
287690,2,False,0
287750,1,False,0
287799,0,False,0
287927,0,False,0
287942,3,False,0
287979,1,True,1
288015,0,False,0
288112,23,True,1
288369,0,False,0
288384,0,False,0
288419,2,False,0
288451,11,True,1
288491,0,False,0
288500,2,False,0
288530,0,False,0
288612,2,False,0
288636,0,False,0
288735,0,False,0
288774,0,False,0
288776,2,False,0
289116,0,False,0
289133,0,False,0
289139,0,False,0
289151,0,False,0
289177,0,False,0
289294,0,False,0
289354,0,False,0
289472,0,False,0
289476,0,False,0
289516,0,False,0
289665,0,False,0
289693,20,False,1
289732,0,False,0
289863,3,False,0
289921,1,False,0
289968,1,False,0
290024,0,False,0
290091,1,False,0
290184,17,False,1
290200,1,False,0
290249,0,False,0
290250,1,True,1
290356,2,True,1
290362,0,False,0
290395,0,False,0
290445,0,False,0
290465,0,False,0
290507,0,False,0
290554,1,False,0
290564,0,False,0
290599,0,False,0
290620,4,False,0
290638,0,False,0
290756,0,False,0
290902,0,False,0
290964,0,False,0
290994,4,False,0
291148,0,False,0
291336,1,False,0
291509,2,False,0
291510,0,False,0
291595,0,False,0
292021,0,False,0
292049,0,False,0
292061,1,False,0
292084,3,False,0
292096,0,False,0
292164,0,False,0
292384,0,False,0
292497,3,False,0
292516,0,False,0
292546,1,False,0
292617,1,False,0
292618,1,False,0
292843,2,False,0
292957,3,False,0
293100,14,True,1
293137,1,False,0
293212,1,False,0
293222,0,False,0
293266,2,False,0
293343,1,False,0
293496,0,False,0
293531,0,False,0
293663,19,True,1
293676,0,False,0
293685,6,False,1
293689,0,False,0
294005,0,False,0
294016,0,False,0
294027,1,False,0
294048,2,False,0
294071,0,False,0
294172,1,False,0
294273,0,False,0
294283,0,False,0
294334,0,False,0
294396,2,False,0
294580,0,False,0
294617,1,False,0
294634,0,False,0
294642,2,False,0
294728,3,False,0
294738,1,False,0
294753,0,False,0
294849,1,False,0
294865,2,False,0
295064,0,False,0
295078,1,False,0
295138,0,False,0
295147,1,False,0
295205,0,False,0
295217,3,False,0
295302,1,False,0
295327,0,False,0
295355,2,False,0
295387,0,False,0
295412,2,False,0
295423,0,False,0
295510,0,False,0
295533,0,False,0
295561,18,True,1
295578,0,False,0
295884,1,False,0
295906,0,False,0
295929,1,False,0
296097,9,True,1
296104,17,True,1
296141,0,False,0
296146,0,False,0
296217,0,False,0
296412,7,True,1
296566,8,True,1
296567,0,False,0
296579,0,False,0
296626,0,False,0
296689,0,False,0
296690,2,False,0
296736,1,False,0
296887,0,False,0
296915,0,False,0
296997,1,False,0
297101,1,False,0
297167,0,False,0
297172,0,False,0
297306,0,False,0
297327,1,False,0
297379,4,False,0
297382,0,False,0
297520,1,False,0
297568,1,False,0
297607,0,False,0
297621,0,False,0
297684,0,False,0
297702,0,False,0
297869,2,False,0
298063,0,False,0
298098,0,False,0
298156,0,False,0
298160,0,False,0
298181,0,False,0
298232,0,False,0
298280,1,False,0
298327,4,False,0
298343,3,False,0
298344,0,False,0
298506,0,False,0
298535,0,False,0
298539,0,False,0
298543,4,True,1
298601,0,False,0
298671,0,False,0
298681,0,False,0
298712,4,False,0
298795,1,False,0
298813,0,False,0
298817,1,False,0
298829,1,False,0
298853,0,False,0
298865,1,False,0
298869,0,False,0
298883,1,False,0
298999,0,False,0
299034,0,False,0
299107,1,False,0
299113,0,False,0
299165,1,False,0
299204,0,False,0
299210,1,False,0
299278,1,False,0
299359,0,False,0
299366,15,True,1
299397,0,False,0
299412,1,False,0
299419,0,False,0
299454,4,True,1
299464,0,False,0
299501,1,False,0
299573,11,True,1
299585,2,False,0
299760,0,False,0
299769,2,False,0
299830,0,False,0
299919,0,False,0
300008,3,False,0
300023,0,False,0
300051,0,False,0
300166,0,False,0
300371,0,False,0
300460,6,True,1
300465,2,False,0
300606,1,False,0
300623,15,True,1
300676,0,False,0
300733,0,False,0
300806,3,False,0
300818,0,False,0
300836,1,False,0
300845,1,False,0
300867,0,False,0
300870,0,False,0
300945,0,False,0
300960,0,False,0
300964,0,False,0
301094,0,False,0
301112,0,False,0
301152,0,False,0
301155,0,False,0
301301,2,False,0
301323,1,False,0
301563,1,False,0
301603,0,False,0
301744,0,False,0
301760,0,False,0
301784,0,False,0
301793,0,False,0
301794,0,False,0
302056,0,False,0
302057,0,False,0
302066,0,False,0
302129,5,True,1
302134,3,False,0
302158,2,False,0
302186,0,False,0
302188,0,False,0
302198,0,False,0
302258,1,False,0
302313,12,True,1
302414,0,False,0
302460,0,False,0
302467,2,False,0
302509,0,False,0
302628,2,False,0
302657,1,False,0
302669,0,False,0
302804,3,False,0
302839,1,False,0
302874,0,False,0
302908,0,False,0
302921,0,False,0
302957,0,False,0
303207,0,False,0
303246,0,False,0
303445,3,False,0
303573,0,False,0
303682,0,False,0
303934,1,False,0
304080,0,False,0
304117,1,False,0
304131,0,False,0
304445,0,False,0
304600,0,False,0
304601,3,False,0
304620,16,True,1
304643,1,False,0
304726,0,False,0
304764,10,True,1
304770,0,False,0
304779,0,False,0
304824,1,False,0
304944,0,False,0
305100,0,False,0
305102,2,False,0
305150,0,False,0
305171,2,False,0
305243,1,False,0
305287,21,True,1
305380,0,False,0
305412,0,False,0
305556,0,False,0
305604,18,True,1
305687,1,False,0
305807,2,False,0
305843,0,False,0
305857,1,False,0
305910,0,False,0
306051,0,False,0
306068,0,False,0
306110,0,False,0
306231,0,False,0
306288,11,True,1
306331,1,False,0
306400,0,False,0
306402,0,False,0
306596,0,False,0
306667,0,False,0
306676,0,False,0
306708,9,False,1
306869,1,False,0
306872,0,False,0
306880,1,False,0
306965,2,True,1
307032,19,True,1
307033,2,False,0
307047,9,True,1
307049,0,False,0
307136,1,False,0
307166,1,False,0
307178,0,False,0
307233,1,True,1
307256,0,False,0
307296,3,False,0
307321,1,False,0
307619,0,False,0
307622,2,False,0
307623,0,False,0
307631,16,True,1
307740,0,False,0
307785,0,False,0
307848,0,False,0
307859,0,False,0
308144,0,False,0
308171,0,False,0
308176,0,False,0
308197,0,False,0
308202,1,False,0
308214,2,False,0
308255,1,False,0
308362,0,False,0
308379,0,False,0
308480,0,False,0
308591,0,False,0
308629,6,True,1
308704,0,False,0
308798,3,False,0
308891,1,False,0
308991,0,False,0
309041,0,False,0
309108,0,False,0
309110,5,False,0
309230,2,False,0
309277,2,False,0
309304,0,False,0
309352,1,False,0
309364,2,False,0
309408,0,False,0
309456,2,False,0
309480,1,False,0
309584,5,False,0
309602,0,False,0
309639,0,False,0
309727,0,False,0
309861,0,False,0
309921,0,False,0
309933,0,False,0
310252,0,False,0
310396,0,False,0
310534,2,False,0
310681,0,False,0
310700,0,False,0
310853,3,False,0
310911,0,False,0
310965,0,False,0
310983,0,False,0
311346,0,False,0
311363,0,False,0
311556,1,False,0
311619,0,False,0
311636,0,False,0
311684,0,False,0
311692,0,False,0
311762,2,False,0
311795,11,False,1
311841,0,False,0
311907,1,False,0
311943,2,False,0
311946,0,False,0
311952,8,True,1
312048,0,False,0
312074,0,False,0
312148,0,False,0
312180,1,False,0
312226,1,False,0
312248,0,False,0
312312,4,False,0
312455,0,False,0
312474,0,False,0
312490,0,False,0
312530,0,False,0
312545,0,False,0
312568,2,False,0
312607,5,False,0
312630,0,False,0
312744,0,False,0
312774,1,False,0
312863,0,False,0
312867,0,False,0
312933,1,False,0
312979,0,False,0
313185,0,False,0
313254,0,False,0
313292,1,False,0
313424,1,False,0
313437,4,False,0
313461,0,False,0
313473,0,False,0
313477,0,False,0
313538,3,False,0
313544,11,False,1
313602,0,False,0
313673,0,False,0
313681,3,False,0
313688,2,False,0
313708,1,False,0
313732,1,False,0
313763,1,False,0
313815,1,False,0
313837,1,True,1
313860,0,False,0
313982,0,False,0
313996,18,True,1
314014,0,False,0
314065,4,True,1
314081,2,False,0
314108,0,False,0
314147,0,False,0
314189,0,False,0
314202,1,False,0
314250,0,False,0
314258,0,False,0
314317,0,False,0
314328,0,False,0
314372,0,False,0
314413,1,False,0
314589,1,False,0
314705,1,False,0
314713,1,False,0
314718,0,False,0
314742,3,False,0
314842,0,False,0
314898,0,False,0
314935,0,False,0
314941,0,False,0
315014,2,False,0
315054,6,False,1
315113,0,False,0
315225,0,False,0
315235,0,False,0
315337,0,False,0
315361,0,False,0
315482,0,False,0
315527,3,False,0
315736,1,False,0
315848,0,False,0
315851,0,False,0
315869,0,False,0
316082,1,False,0
316290,4,False,0
316307,0,False,0
316308,0,False,0
316323,8,True,1
316527,0,False,0
316548,0,False,0
316633,3,False,0
316644,1,False,0
316666,1,False,0
316752,1,False,0
316793,1,False,0
316933,0,False,0
316970,0,False,0
316982,1,False,0
317001,0,False,0
317060,0,False,0
317094,1,False,0
317100,1,False,0
317137,0,False,0
317205,0,False,0
317260,0,False,0
317624,1,False,0
317664,0,False,0
317683,0,False,0
317726,1,False,0
317774,0,False,0
317776,2,False,0
317827,1,False,0
317888,0,False,0
317919,0,False,0
318180,3,False,0
318199,3,False,0
318264,0,False,0
318285,0,False,0
318561,2,False,0
318564,2,False,0
318595,2,False,0
318654,1,False,0
318751,0,False,0
318753,1,False,0
318755,2,False,0
318786,0,False,0
318902,0,False,0
318945,0,False,0
319012,0,False,0
319052,0,False,0
319059,1,False,0
319092,21,True,1
319123,1,False,0
319193,19,True,1
319304,0,False,0
319378,0,False,0
319387,3,False,0
319430,2,False,0
319433,0,False,0
319469,0,False,0
319501,0,False,0
319504,0,False,0
319658,1,False,0
319664,0,False,0
319671,0,False,0
319742,0,False,0
319768,2,True,1
319801,0,False,0
319822,0,False,0
319850,0,False,0
319868,0,False,0
319901,0,False,0
319947,0,False,0
320004,2,False,0
320031,1,False,0
320042,2,False,0
320180,0,False,0
320183,0,False,0
320191,0,False,0
320414,0,False,0
320576,1,False,0
320685,3,False,0
320728,0,False,0
320772,1,False,0
320784,1,False,0
320980,1,False,0
320996,0,False,0
321012,0,False,0
321027,0,False,0
321074,0,False,0
321213,1,False,0
321227,0,False,0
321388,0,False,0
321427,0,False,0
321436,0,False,0
321457,0,False,0
321666,0,False,0
321734,0,False,0
321748,2,False,0
321762,2,False,0
321795,0,False,0
321954,1,False,0
322000,2,False,0
322169,0,False,0
322193,0,False,0
322294,0,False,0
322451,0,False,0
322501,0,False,0
322606,1,False,0
322733,0,False,0
322955,1,False,0
323043,2,False,0
323068,0,False,0
323099,1,False,0
323154,0,False,0
323249,1,False,0
323311,0,False,0
323345,0,False,0
323424,0,False,0
323448,1,False,0
323542,0,False,0
323660,2,False,0
323720,2,False,0
323735,0,False,0
323776,0,False,0
323821,0,False,0
324013,14,True,1
324048,1,False,0
324066,1,False,0
324125,0,False,0
324139,0,False,0
324143,0,False,0
324242,0,False,0
324248,0,False,0
324295,1,False,0
324364,2,False,0
324404,0,False,0
324506,0,False,0
324557,0,False,0
324662,1,False,0
324707,0,False,0
324739,0,False,0
324773,0,False,0
324801,0,False,0
324881,1,False,0
324900,0,False,0
324997,0,False,0
325082,0,False,0
325134,0,False,0
325190,3,False,0
325268,0,False,0
325367,0,False,0
325379,0,False,0
325382,2,False,0
325490,3,False,0
325498,2,False,0
325593,1,False,0
325599,1,False,0
325661,0,False,0
325778,2,False,0
325802,0,False,0
325830,2,False,0
325901,0,False,0
325935,0,False,0
326001,0,False,0
326028,1,False,0
326069,0,False,0
326174,2,False,0
326234,2,False,0
326240,16,True,1
326267,0,False,0
326272,1,False,0
326280,0,False,0
326418,0,False,0
326561,20,True,1
326564,0,False,0
326603,0,False,0
326699,0,False,0
326703,0,False,0
326707,0,False,0
326724,0,False,0
326803,0,False,0
326823,1,False,0
326905,2,False,0
326961,3,False,0
326988,0,False,0
327015,0,False,0
327019,0,False,0
327098,7,False,1
327163,0,False,0
327203,0,False,0
327285,0,False,0
327320,0,False,0
327365,2,False,0
327470,0,False,0
327474,2,False,0
327530,1,False,0
327555,1,False,0
327638,0,False,0
327653,0,False,0
327688,1,False,0
327796,1,False,0
327866,0,False,0
327903,3,True,1
327910,0,False,0
327972,0,False,0
328111,0,False,0
328116,3,False,0
328173,6,True,1
328180,2,False,0
328181,0,False,0
328188,2,False,0
328198,0,False,0
328213,1,False,0
328303,2,False,0
328323,0,False,0
328349,2,False,0
328446,0,False,0
328543,2,False,0
328576,0,False,0
328623,0,False,0
328668,1,False,0
328754,1,False,0
328936,4,False,0
329039,0,False,0
329056,0,False,0
329088,13,True,1
329094,0,False,0
329162,1,False,0
329214,1,False,0
329215,1,False,0
329281,1,False,0
329300,0,False,0
329302,0,False,0
329355,0,False,0
329358,0,False,0
329364,0,False,0
329587,2,False,0
329660,1,False,0
329692,0,False,0
329720,0,False,0
329730,1,False,0
329735,0,False,0
329736,1,False,0
329826,1,False,0
329839,1,False,0
329910,1,False,0
330040,0,False,0
330053,0,False,0
330131,0,False,0
330249,1,False,0
330278,0,False,0
330316,2,False,0
330343,0,False,0
330365,1,False,0
330433,0,False,0
330464,0,False,0
330468,4,False,0
330515,1,False,0
330562,0,False,0
330680,0,False,0
330694,1,False,0
330741,0,False,0
330779,1,False,0
330783,6,True,1
330858,0,False,0
330870,2,False,0
330947,0,False,0
330988,0,False,0
331078,0,False,0
331094,2,False,0
331184,1,False,0
331258,0,False,0
331301,0,False,0
331325,1,False,0
331353,1,False,0
331560,0,False,0
331598,0,False,0
331669,16,True,1
331697,3,False,0
331698,2,False,0
331699,0,False,0
331706,2,False,0
331857,0,False,0
331995,17,True,1
332027,0,False,0
332077,0,False,0
332082,0,False,0
332175,1,False,0
332208,1,False,0
332225,0,False,0
332276,3,False,0
332289,0,False,0
332387,2,False,0
332409,0,False,0
332430,0,False,0
332466,2,False,0
332711,0,False,0
332716,3,False,0
332780,0,False,0
332823,1,False,0
332869,2,False,0
332962,1,False,0
332983,3,False,0
333039,0,False,0
333051,2,True,1
333064,0,False,0
333207,2,False,0
333213,1,False,0
333295,0,False,0
333451,0,False,0
333502,0,False,0
333595,1,False,0
333621,1,False,0
333644,0,False,0
333680,0,False,0
333694,0,False,0
333773,0,False,0
333799,1,False,0
333825,4,False,0
334003,0,False,0
334143,2,False,0
334224,0,False,0
334273,6,True,1
334324,2,False,0
334329,3,False,0
334437,0,False,0
334454,0,False,0
334575,1,False,0
334997,2,False,0
335137,5,True,1
335143,0,False,0
335162,0,False,0
335246,0,False,0
335306,0,False,0
335324,0,False,0
335365,4,False,0
335371,0,False,0
335421,2,False,0
335545,0,False,0
335554,0,False,0
335671,0,False,0
335755,3,False,0
335839,1,False,0
335852,0,False,0
335964,0,False,0
336025,6,False,1
336037,0,False,0
336076,0,False,0
336127,0,False,0
336138,2,False,0
336139,4,False,0
336141,0,False,0
336143,0,False,0
336238,18,True,1
336247,1,False,0
336271,1,False,0
336281,0,False,0
336341,1,False,0
336357,0,False,0
336451,0,False,0
336469,0,False,0
336484,0,False,0
336539,1,False,0
336541,2,False,0
336665,1,False,0
336722,0,False,0
336724,2,False,0
336770,1,False,0
336809,0,False,0
336817,0,False,0
336831,1,False,0
336878,0,False,0
336882,0,False,0
336902,0,False,0
337066,0,False,0
337148,0,False,0
337235,0,False,0
337260,0,False,0
337341,18,False,1
337453,3,False,0
337488,0,False,0
337815,0,False,0
337818,0,False,0
337842,1,False,0
337857,1,False,0
337925,0,False,0
337932,0,False,0
337945,1,False,0
337980,0,False,0
337983,1,False,0
338059,2,False,0
338125,0,False,0
338212,0,False,0
338285,1,False,0
338291,0,False,0
338346,0,False,0
338786,2,False,0
338803,0,False,0
338808,0,False,0
338838,0,False,0
338872,2,False,0
339005,0,False,0
339151,0,False,0
339220,0,False,0
339371,0,False,0
339573,1,False,0
339800,19,True,1
339819,2,False,0
339845,3,False,0
339880,0,False,0
339927,1,False,0
339941,1,False,0
340277,0,False,0
340307,0,False,0
340467,0,False,0
340479,0,False,0
340574,0,False,0
340583,5,False,0
340638,0,False,0
340691,0,False,0
340723,0,False,0
340782,1,False,0
340802,0,False,0
340874,0,False,0
340924,1,False,0
340925,0,False,0
340927,0,False,0
340931,2,True,1
341169,3,False,0
341185,0,False,0
341302,3,False,0
341549,1,False,0
341594,0,False,0
341725,1,False,0
341728,0,False,0
341867,0,False,0
341897,1,False,0
341904,1,False,0
341907,11,True,1
341942,3,False,0
342007,0,False,0
342044,2,False,0
342156,0,False,0
342407,0,False,0
342483,0,False,0
342527,0,False,0
342554,0,False,0
342570,0,False,0
342583,1,False,0
342679,0,False,0
342725,0,False,0
342836,2,False,0
342929,0,False,0
342945,18,False,1
342958,0,False,0
342980,0,False,0
343001,2,False,0
343011,1,False,0
343051,0,False,0
343103,1,False,0
343139,0,False,0
343218,0,False,0
343247,0,False,0
343377,0,False,0
343383,1,False,0
343425,20,True,1
343547,0,False,0
343605,1,False,0
343706,1,False,0
343879,0,False,0
343978,18,True,1
343994,0,False,0
344009,0,False,0
344039,0,False,0
344052,0,False,0
344121,0,False,0
344180,1,False,0
344199,0,False,0
344232,1,False,0
344260,1,False,0
344372,0,False,0
344413,0,False,0
344464,1,False,0
344483,1,False,0
344527,1,False,0
344570,0,False,0
344580,0,False,0
344627,0,False,0
344669,0,False,0
344671,0,False,0
344749,0,False,0
344797,0,False,0
344990,1,False,0
344998,1,False,0
345014,0,False,0
345090,0,False,0
345099,1,False,0
345238,1,False,0
345244,0,False,0
345518,1,False,0
345572,0,False,0
345597,0,False,0
345608,2,False,0
345615,0,False,0
345657,2,False,0
345682,0,False,0
345765,0,False,0
345802,0,False,0
345840,0,False,0
345841,0,False,0
345908,0,False,0
345931,0,False,0
345959,0,False,0
345978,0,False,0
346090,0,False,0
346103,2,False,0
346163,0,False,0
346205,0,False,0
346225,0,False,0
346274,3,False,0
346295,0,False,0
346346,0,False,0
346384,0,False,0
346390,0,False,0
346456,0,False,0
346499,0,False,0
346529,0,False,0
346560,12,True,1
346598,3,False,0
346633,0,False,0
346678,0,False,0
346704,0,False,0
346766,0,False,0
346809,1,False,0
346828,0,False,0
346925,0,False,0
347001,2,False,0
347013,1,False,0
347142,0,False,0
347212,0,False,0
347227,0,False,0
347231,0,False,0
347276,22,True,1
347423,1,False,0
347431,0,False,0
347466,0,False,0
347515,1,False,0
347629,0,False,0
347634,1,False,0
347850,5,True,1
347861,0,False,0
347914,0,False,0
347932,0,False,0
347955,3,False,0
347982,0,False,0
347987,1,False,0
347997,0,False,0
348047,1,False,0
348056,0,False,0
348065,0,False,0
348085,1,False,0
348143,4,False,0
348202,0,False,0
348215,0,False,0
348238,6,True,1
348245,4,True,1
348400,1,False,0
348448,0,False,0
348463,0,False,0
348471,1,True,1
348475,0,False,0
348600,0,False,0
348672,2,False,0
348681,0,False,0
348723,0,False,0
348732,0,False,0
348740,0,False,0
348751,0,False,0
348774,0,False,0
348835,2,False,0
348920,0,False,0
348994,0,False,0
349001,0,False,0
349046,0,False,0
349108,18,True,1
349115,2,False,0
349132,0,False,0
349153,0,False,0
349220,0,False,0
349278,1,False,0
349342,1,False,0
349470,1,False,0
349490,0,False,0
349539,1,False,0
349577,2,False,0
349638,2,False,0
349670,1,False,0
349730,1,False,0
349767,1,False,0
349838,0,False,0
350001,0,False,0
350059,6,True,1
350238,2,False,0
350271,0,False,0
350587,0,False,0
350631,1,False,0
350675,0,False,0
350692,2,False,0
350863,1,False,0
350901,0,False,0
350979,0,False,0
351029,0,False,0
351138,0,False,0
351145,2,False,0
351238,0,False,0
351292,1,False,0
351296,0,False,0
351367,2,False,0
351389,0,False,0
351461,2,False,0
351500,0,False,0
351551,0,False,0
351615,0,False,0
351753,3,False,0
351889,2,False,0
351897,0,False,0
351937,0,False,0
351966,0,False,0
352005,0,False,0
352026,17,True,1
352053,1,False,0
352068,2,False,0
352078,0,False,0
352092,2,False,0
352101,0,False,0
352170,0,False,0
352216,1,False,0
352242,0,False,0
352280,2,False,0
352306,0,False,0
352337,0,False,0
352377,1,True,1
352424,1,False,0
352490,0,False,0
352501,0,False,0
352581,15,True,1
352582,1,False,0
352617,0,False,0
352653,0,False,0
352702,0,False,0
352747,1,False,0
352809,2,False,0
352834,0,False,0
352916,1,False,0
353032,0,False,0
353076,0,False,0
353096,2,False,0
353128,1,False,0
353369,1,False,0
353396,0,False,0
353455,0,False,0
353486,1,False,0
353648,13,True,1
353786,3,False,0
354002,0,False,0
354084,1,False,0
354150,0,False,0
354176,20,True,1
354206,0,False,0
354295,0,False,0
354438,1,False,0
354442,0,False,0
354461,0,False,0
354464,0,False,0
354477,1,False,0
354483,0,False,0
354547,0,False,0
354730,13,True,1
355039,1,False,0
355099,0,False,0
355102,2,False,0
355126,0,False,0
355184,3,False,0
355298,8,False,1
355331,0,False,0
355491,0,False,0
355512,0,False,0
355515,0,False,0
355578,2,False,0
355669,0,False,0
355707,0,False,0
355724,0,False,0
355750,0,False,0
355775,0,False,0
355795,0,False,0
355839,1,False,0
355906,0,False,0
355908,0,False,0
355994,1,False,0
355995,2,False,0
356237,2,False,0
356240,0,False,0
356460,0,False,0
356507,0,False,0
356558,0,False,0
356561,1,False,0
356578,2,False,0
356613,0,False,0
356618,0,False,0
356708,0,False,0
356712,0,False,0
356812,0,False,0
356828,0,False,0
356955,0,False,0
356980,1,False,0
